SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,TAXON_ORDER,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS
Polyplectron katsumatae,Hainan Peacock-Pheasant,grypep3,1606,POKA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Polyplectron bicalcaratum,Gray Peacock-Pheasant,grypep2,1607,POBI,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Polyplectron inopinatum,Mountain Peacock-Pheasant,mopphe1,1608,POIN,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Polyplectron chalcurum,Bronze-tailed Peacock-Pheasant,btpphe1,1609,POCH,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Phasianidae sp. (pheasant sp.),pheasant sp.,pheasa1,1612,,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Bambusicola fytchii,Mountain Bamboo-Partridge,mobpar1,1613,BAFY,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Bambusicola thoracicus,Chinese Bamboo-Partridge,chbpar3,1616,BATH,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Bambusicola sonorivox,Taiwan Bamboo-Partridge,taibap1,1617,BASO,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Bambusicola thoracicus/sonorivox,Chinese/Taiwan Bamboo-Partridge,y01257,1618,BATH BASO,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Gallus varius,Green Junglefowl,grejun1,1619,GAVA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Gallus gallus,Red Junglefowl,redjun,1620,GAGA,REJU,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Gallus gallus (Domestic type),Red Junglefowl (Domestic type),redjun1,1626,GAGA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,redjun
Gallus sonneratii,Gray Junglefowl,grejun2,1627,GASO,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Gallus lafayettii,Sri Lanka Junglefowl,ceyjun1,1628,GALA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Peliperdix lathami,Latham's Francolin,forfra2,1629,PELA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Ortygornis sephaena,Crested Francolin,crefra2,1632,ORSE,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Ortygornis sephaena rovuma,Crested Francolin (Kirk's),crefra1,1633,ORSE,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,crefra2
Ortygornis sephaena [sephaena Group],Crested Francolin (Crested),crefra3,1634,ORSE,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,crefra2
Ortygornis pondicerianus,Gray Francolin,gryfra,1639,ORPO,GRAF,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Ortygornis gularis,Swamp Francolin,swafra1,1643,ORGU,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Francolinus pintadeanus,Chinese Francolin,chifra1,1644,FRPI,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Francolinus francolinus,Black Francolin,blkfra,1647,FRFR,BLFR,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Francolinus francolinus francolinus/arabistanicus,Black Francolin (Western),blkfra1,1648,FRFR,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,blkfra
Francolinus francolinus [henrici Group],Black Francolin (Eastern),blkfra2,1651,FRFR,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,blkfra
Francolinus pictus,Painted Francolin,paifra1,1656,FRPI,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Campocolinus coqui,Coqui Francolin,coqfra2,1660,CACO,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Campocolinus coqui [hubbardi Group],Coqui Francolin (Plain-breasted),coqfra1,1661,CACO,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,coqfra2
Campocolinus coqui coqui,Coqui Francolin (Bar-breasted),coqfra3,1665,CACO,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,coqfra2
Campocolinus albogularis,White-throated Francolin,whtfra2,1666,CAAL,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Campocolinus albogularis albogularis/buckleyi,White-throated Francolin (White-throated),whtfra1,1667,CAAL,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,whtfra2
Campocolinus albogularis dewittei,White-throated Francolin (Chestnut-breasted),whtfra3,1670,CAAL,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,whtfra2
Campocolinus schlegelii,Schlegel's Francolin,schfra2,1671,CASC,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Scleroptila streptophora,Ring-necked Francolin,rinfra2,1672,SCST,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Scleroptila levaillantii,Red-winged Francolin,rewfra2,1673,SCLE,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Scleroptila finschi,Finsch's Francolin,finfra2,1678,SCFI,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Scleroptila psilolaema,Moorland Francolin,moofra2,1679,SCPS,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Scleroptila elgonensis,Elgon Francolin,moofra3,1680,SCEL,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Scleroptila afra,Gray-winged Francolin,gywfra1,1681,SCAF,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Scleroptila gutturalis,Orange River Francolin,orrfra2,1682,SCGU,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Scleroptila gutturalis gutturalis/lorti,Orange River Francolin (Archer's),orrfra1,1683,SCGU,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,orrfra2
Scleroptila gutturalis jugularis,Orange River Francolin (Kunene),orrfra3,1686,SCGU,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,orrfra2
Scleroptila gutturalis levalliantoides,Orange River Francolin (Orange River),orrfra4,1687,SCGU,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,orrfra2
Scleroptila shelleyi,Shelley's Francolin,shefra1,1688,SCSH,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Scleroptila whytei,Whyte's Francolin,shefra3,1689,SCWH,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Scleroptila shelleyi/whytei,Shelley's/Whyte's Francolin,shefra2,1690,SCWH SCSH,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Tetraogallus tibetanus,Tibetan Snowcock,tibsno1,1691,TETI,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Tetraogallus altaicus,Altai Snowcock,altsno1,1696,TEAL,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Tetraogallus caucasicus,Caucasian Snowcock,causno1,1697,TECA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Tetraogallus caspius,Caspian Snowcock,cassno1,1698,TECA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Tetraogallus himalayensis,Himalayan Snowcock,himsno,1701,TEHI,HISN,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Tetraogallus tibetanus/himalayensis,Tibetan/Himalayan Snowcock,y00936,1707,TEHI TETI,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Ammoperdix griseogularis,See-see Partridge,sespar1,1708,AMGR,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Ammoperdix heyi,Sand Partridge,sanpar1,1709,AMHE,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Synoicus ypsilophorus,Brown Quail,broqua1,1714,SYYP,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Synoicus monorthonyx,Snow Mountain Quail,snmqua2,1725,SYMO,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Synoicus chinensis,Blue-breasted Quail,blbqua1,1726,SYCH,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Synoicus chinensis (Domestic type),Blue-breasted Quail (Domestic type),bubqua9,1735,SYCH,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,blbqua1
Synoicus adansonii,Blue Quail,bluqua1,1736,SYAD,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Margaroperdix madagarensis,Madagascar Partridge,madpar2,1737,MAMA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Coturnix coturnix,Common Quail,comqua1,1738,COCO,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Coturnix japonica,Japanese Quail,japqua,1744,COJA,JAQU,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Coturnix japonica (Domestic type),Japanese Quail (Domestic type),japqua1,1745,COJA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,japqua
Coturnix delegorguei,Harlequin Quail,harqua1,1746,CODE,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Coturnix coromandelica,Rain Quail,raiqua1,1750,COCO,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Coturnix coturnix/coromandelica,Common/Rain Quail,y00935,1751,COCO,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Coturnix pectoralis,Stubble Quail,stuqua1,1752,COPE,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Coturnix novaezelandiae,New Zealand Quail,nezqua1,1753,CONO,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Synoicus/Coturnix sp.,old world quail sp.,coturn1,1754,,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Alectoris barbara,Barbary Partridge,barpar2,1755,ALBA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Alectoris melanocephala,Arabian Partridge,arapar1,1760,ALME,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Alectoris rufa,Red-legged Partridge,relpar1,1761,ALRU,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Alectoris chukar,Chukar,chukar,1765,ALCH,CHUK,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Alectoris graeca,Rock Partridge,rocpar2,1780,ALGR,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Alectoris graeca [graeca Group],Rock Partridge (European),rocpar3,1781,ALGR,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,rocpar2
Alectoris graeca whitakeri,Rock Partridge (Sicilian),rocpar4,1785,ALGR,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,rocpar2
Alectoris rufa x graeca,Red-legged x Rock Partridge (hybrid),x00640,1786,ALGR ALRU,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Alectoris chukar x graeca,Chukar x Rock Partridge (hybrid),x00381,1787,ALGR ALCH,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Alectoris rufa/graeca,Red-legged/Rock Partridge,y00767,1788,ALGR ALRU,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Alectoris philbyi,Philby's Partridge,phipar1,1789,ALPH,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Alectoris magna,Przevalski's Partridge,przpar1,1790,ALMA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Alectoris sp.,Alectoris sp.,alecto1,1791,,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Perdicula asiatica,Jungle Bush-Quail,jubqua1,1792,PEAS,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Perdicula argoondah,Rock Bush-Quail,robqua1,1798,PEAR,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Perdicula asiatica/argoondah,Jungle/Rock Bush-Quail,y00712,1802,PEAS PEAR,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Perdicula erythrorhyncha,Painted Bush-Quail,pabqua1,1803,PEER,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Perdicula manipurensis,Manipur Bush-Quail,mabqua1,1806,PEMA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Ophrysia superciliosa,Himalayan Quail,himqua1,1809,OPSU,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Pternistis hartlaubi,Hartlaub's Spurfowl,harfra3,1810,PTHA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Pternistis camerunensis,Mount Cameroon Spurfowl,camfra2,1811,PTCA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Pternistis nobilis,Handsome Spurfowl,hanfra2,1812,PTNO,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Pternistis castaneicollis,Chestnut-naped Spurfowl,chnfra2,1813,PTCA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Pternistis castaneicollis castaneicollis,Chestnut-naped Spurfowl (Northern),chnfra1,1814,PTCA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,chnfra2
Pternistis castaneicollis atrifrons,Chestnut-naped Spurfowl (Black-fronted),chnfra3,1815,PTCA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,chnfra2
Pternistis erckelii,Erckel's Spurfowl,ercfra,1816,PTER,ERFR,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Pternistis ochropectus,Djibouti Spurfowl,djifra1,1817,PTOC,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Pternistis swierstrai,Swierstra's Spurfowl,swifra2,1818,PTSW,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Pternistis ahantensis,Ahanta Spurfowl,ahafra2,1819,PTAH,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Pternistis griseostriatus,Gray-striped Spurfowl,gysfra1,1820,PTGR,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Pternistis jacksoni,Jackson's Spurfowl,jacfra2,1821,PTJA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Pternistis adspersus,Red-billed Spurfowl,rebfra1,1822,PTAD,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Pternistis capensis,Cape Spurfowl,capfra2,1823,PTCA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Pternistis natalensis,Natal Spurfowl,natfra2,1824,PTNA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Pternistis hildebrandti,Hildebrandt's Spurfowl,hilfra2,1825,PTHI,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Pternistis bicalcaratus,Double-spurred Spurfowl,dosfra2,1826,PTBI,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Pternistis squamatus,Scaly Spurfowl,scafra2,1829,PTSQ,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Pternistis icterorhynchus,Heuglin's Spurfowl,heufra1,1833,PTIC,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Pternistis clappertoni,Clapperton's Spurfowl,clafra1,1834,PTCL,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Pternistis harwoodi,Harwood's Spurfowl,harfra4,1835,PTHA,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Pternistis swainsonii,Swainson's Spurfowl,swafra2,1836,PTSW,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Pternistis leucoscepus,Yellow-necked Spurfowl,yenspu1,1839,PTLE,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Pternistis rufopictus,Gray-breasted Spurfowl,gybfra1,1840,PTRU,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Pternistis afer,Red-necked Spurfowl,renfra1,1841,PTAF,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Pternistis afer cranchii/harterti,Red-necked Spurfowl (Cranch's),renfra2,1842,PTAF,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,renfra1
Pternistis afer [leucoparaeus Group],Red-necked Spurfowl (Northern),renfra3,1845,PTAF,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,renfra1
Pternistis afer afer,Red-necked Spurfowl (Benguela),renfra4,1849,PTAF,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,renfra1
Pternistis afer castaneiventer,Red-necked Spurfowl (Southern),renfra5,1850,PTAF,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,renfra1
Phasianidae sp. (francolin/spurfowl sp.),francolin/spurfowl sp.,franco1,1851,,,Galliformes,"Pheasants, Grouse, and Allies",Phasianidae,
Columba livia,Rock Pigeon,rocpig,1853,COLI,ROPI,Columbiformes,Pigeons and Doves,Columbidae,
Columba livia (Wild type),Rock Pigeon (Wild type),rocpig2,1854,COLI,ROPI,Columbiformes,Pigeons and Doves,Columbidae,rocpig
Columba livia (Feral Pigeon),Rock Pigeon (Feral Pigeon),rocpig1,1868,COLI,ROPI,Columbiformes,Pigeons and Doves,Columbidae,rocpig
Columba rupestris,Hill Pigeon,hilpig1,1869,CORU,,Columbiformes,Pigeons and Doves,Columbidae,
Columba livia/rupestris,Rock/Hill Pigeon,y01112,1872,CORU COLI,,Columbiformes,Pigeons and Doves,Columbidae,
Columba leuconota,Snow Pigeon,snopig1,1873,COLE,,Columbiformes,Pigeons and Doves,Columbidae,
Columba guinea,Speckled Pigeon,spepig1,1876,COGU,,Columbiformes,Pigeons and Doves,Columbidae,
Columba albitorques,White-collared Pigeon,whcpig1,1879,COAL,,Columbiformes,Pigeons and Doves,Columbidae,
Columba oenas,Stock Dove,stodov1,1880,COOE,,Columbiformes,Pigeons and Doves,Columbidae,
Columba eversmanni,Yellow-eyed Pigeon,pabpig1,1883,COEV,,Columbiformes,Pigeons and Doves,Columbidae,
Columba oliviae,Somali Pigeon,sompig1,1884,COOL,,Columbiformes,Pigeons and Doves,Columbidae,
Columba palumbus,Common Wood-Pigeon,cowpig1,1885,COPA,CWPI,Columbiformes,Pigeons and Doves,Columbidae,
Columba palumbus [palumbus Group],Common Wood-Pigeon (White-necked),comwop1,1886,COPA,,Columbiformes,Pigeons and Doves,Columbidae,cowpig1
Columba palumbus casiotis,Common Wood-Pigeon (Cinnamon-necked),comwop2,1891,COPA,,Columbiformes,Pigeons and Doves,Columbidae,cowpig1
Columba trocaz,Trocaz Pigeon,tropig1,1892,COTR,,Columbiformes,Pigeons and Doves,Columbidae,
Columba bollii,Bolle's Pigeon,bolpig1,1893,COBO,,Columbiformes,Pigeons and Doves,Columbidae,
Columba unicincta,Afep Pigeon,afepig1,1894,COUN,,Columbiformes,Pigeons and Doves,Columbidae,
Columba junoniae,Laurel Pigeon,laupig1,1895,COJU,,Columbiformes,Pigeons and Doves,Columbidae,
Columba arquatrix,Rameron Pigeon,rampig1,1896,COAR,,Columbiformes,Pigeons and Doves,Columbidae,
Columba sjostedti,Cameroon Pigeon,campig1,1897,COSJ,,Columbiformes,Pigeons and Doves,Columbidae,
Columba thomensis,Maroon Pigeon,marpig1,1898,COTH,,Columbiformes,Pigeons and Doves,Columbidae,
Columba delegorguei,Eastern Bronze-naped Pigeon,delpig1,1899,CODE,,Columbiformes,Pigeons and Doves,Columbidae,
Columba delegorguei sharpei,Eastern Bronze-naped Pigeon (Northern),delpig2,1900,CODE,,Columbiformes,Pigeons and Doves,Columbidae,delpig1
Columba delegorguei delegorguei,Eastern Bronze-naped Pigeon (Southern),delpig3,1901,CODE,,Columbiformes,Pigeons and Doves,Columbidae,delpig1
Columba iriditorques,Western Bronze-naped Pigeon,brnpig1,1902,COIR,,Columbiformes,Pigeons and Doves,Columbidae,
Columba malherbii,Sao Tome Pigeon,satpig1,1903,COMA,,Columbiformes,Pigeons and Doves,Columbidae,
Columba thiriouxi,Mauritius Wood-Pigeon,mauwop1,1904,COTH,,Columbiformes,Pigeons and Doves,Columbidae,
Columba pollenii,Comoro Pigeon,compig1,1905,COPO,,Columbiformes,Pigeons and Doves,Columbidae,
Columba hodgsonii,Speckled Wood-Pigeon,spwpig1,1906,COHO,,Columbiformes,Pigeons and Doves,Columbidae,
